dataset,model_type,lambda,distance_type,epoch,train_loss,train_acc,reg_term,embedding_norm,embedding_similarity,test_loss,test_acc,accuracy,precision,recall,f1_score,TP,FP,FN,TN,train_aucc,test_aucc
CIFAR10,CNN,0.1,baseline,1,1.56039,43.956,0.0,19.36535,0.76377,1.31871,53.31,0.5331,0.54284,0.5331,0.52725,5331,4669,4669,85331,,
CIFAR10,CNN,0.1,baseline,2,1.22124,56.474,0.0,23.90121,0.72131,1.14373,58.77,0.5877,0.59212,0.5877,0.57769,5877,4123,4123,85877,,
CIFAR10,CNN,0.1,baseline,3,1.07985,61.78,0.0,24.74031,0.70641,1.06381,62.23,0.6223,0.6322,0.6223,0.6191,6223,3777,3777,86223,,
CIFAR10,CNN,0.1,baseline,4,0.97716,65.816,0.0,25.08232,0.68736,1.02181,63.82,0.6382,0.65818,0.6382,0.63912,6382,3618,3618,86382,,
CIFAR10,CNN,0.1,baseline,5,0.89815,68.698,0.0,25.27758,0.67016,0.93306,67.37,0.6737,0.67761,0.6737,0.67237,6737,3263,3263,86737,,
CIFAR10,CNN,0.1,baseline,6,0.83364,71.028,0.0,25.36712,0.65461,0.93038,67.51,0.6751,0.68989,0.6751,0.67098,6751,3249,3249,86751,,
CIFAR10,CNN,0.1,baseline,7,0.77746,73.048,0.0,25.81888,0.64401,0.87802,69.5,0.695,0.69936,0.695,0.6933,6950,3050,3050,86950,,
CIFAR10,CNN,0.1,baseline,8,0.72919,74.702,0.0,25.75439,0.62575,0.86755,70.47,0.7047,0.70434,0.7047,0.6997,7047,2953,2953,87047,,
CIFAR10,CNN,0.1,baseline,9,0.68653,76.21,0.0,26.28419,0.61729,0.83543,71.33,0.7133,0.71262,0.7133,0.71082,7133,2867,2867,87133,,
CIFAR10,CNN,0.1,baseline,10,0.64403,77.72,0.0,26.43177,0.60157,0.84738,70.69,0.7069,0.70938,0.7069,0.70298,7069,2931,2931,87069,,
CIFAR10,CNN,0.1,baseline,11,0.60337,79.226,0.0,26.94058,0.59074,0.85313,71.33,0.7133,0.72734,0.7133,0.71402,7133,2867,2867,87133,,
CIFAR10,CNN,0.1,baseline,12,0.56281,80.614,0.0,27.58705,0.58248,0.8308,71.9,0.719,0.7197,0.719,0.71609,7190,2810,2810,87190,,
CIFAR10,CNN,0.1,baseline,13,0.52613,81.98,0.0,28.14786,0.57288,0.85032,72.02,0.7202,0.7246,0.7202,0.71794,7202,2798,2798,87202,,
CIFAR10,CNN,0.1,baseline,14,0.4912,82.998,0.0,28.58402,0.5612,0.87535,71.22,0.7122,0.72496,0.7122,0.7111,7122,2878,2878,87122,,
CIFAR10,CNN,0.1,baseline,15,0.45188,84.39,0.0,29.49053,0.55588,0.86931,72.05,0.7205,0.72036,0.7205,0.71854,7205,2795,2795,87205,,
CIFAR10,CNN,0.1,baseline,16,0.41787,85.81,0.0,30.14889,0.54739,0.87838,72.26,0.7226,0.72652,0.7226,0.7236,7226,2774,2774,87226,,
CIFAR10,CNN,0.1,baseline,17,0.3854,86.988,0.0,31.16445,0.54447,0.91418,71.91,0.7191,0.72163,0.7191,0.71904,7191,2809,2809,87191,,
CIFAR10,CNN,0.1,baseline,18,0.35221,88.256,0.0,32.29975,0.54086,0.92152,72.28,0.7228,0.72285,0.7228,0.72161,7228,2772,2772,87228,,
CIFAR10,CNN,0.1,baseline,19,0.32206,89.294,0.0,33.01501,0.5332,0.94936,71.98,0.7198,0.72109,0.7198,0.71908,7198,2802,2802,87198,,
CIFAR10,CNN,0.1,baseline,20,0.2901,90.4,0.0,34.18774,0.52845,1.01955,71.07,0.7107,0.71543,0.7107,0.70894,7107,2893,2893,87107,1452.21,1310.83
CIFAR10,CNN,0.25,baseline,1,1.54421,44.616,0.0,19.56514,0.75105,1.32179,53.65,0.5365,0.55553,0.5365,0.53313,5365,4635,4635,85365,,
CIFAR10,CNN,0.25,baseline,2,1.2142,57.198,0.0,23.89044,0.72167,1.13444,59.55,0.5955,0.59778,0.5955,0.59566,5955,4045,4045,85955,,
CIFAR10,CNN,0.25,baseline,3,1.07879,61.908,0.0,24.51206,0.70183,1.05955,62.75,0.6275,0.63454,0.6275,0.62529,6275,3725,3725,86275,,
CIFAR10,CNN,0.25,baseline,4,0.98409,65.686,0.0,24.71408,0.68116,1.02814,64.12,0.6412,0.65575,0.6412,0.63228,6412,3588,3588,86412,,
CIFAR10,CNN,0.25,baseline,5,0.90789,68.412,0.0,24.54215,0.65469,0.94239,67.36,0.6736,0.6766,0.6736,0.67318,6736,3264,3264,86736,,
CIFAR10,CNN,0.25,baseline,6,0.84437,70.624,0.0,24.79832,0.63841,0.91859,68.09,0.6809,0.68702,0.6809,0.6807,6809,3191,3191,86809,,
CIFAR10,CNN,0.25,baseline,7,0.78919,72.674,0.0,25.23869,0.62372,0.89345,68.7,0.687,0.68837,0.687,0.68669,6870,3130,3130,86870,,
CIFAR10,CNN,0.25,baseline,8,0.7372,74.318,0.0,25.57767,0.6092,0.88937,69.01,0.6901,0.69843,0.6901,0.68914,6901,3099,3099,86901,,
CIFAR10,CNN,0.25,baseline,9,0.69153,75.986,0.0,25.9127,0.59257,0.88537,69.68,0.6968,0.70491,0.6968,0.69618,6968,3032,3032,86968,,
CIFAR10,CNN,0.25,baseline,10,0.64223,77.788,0.0,26.61404,0.58108,0.87371,70.39,0.7039,0.71281,0.7039,0.70648,7039,2961,2961,87039,,
CIFAR10,CNN,0.25,baseline,11,0.60565,78.83,0.0,26.87835,0.56233,0.87154,70.09,0.7009,0.70825,0.7009,0.70238,7009,2991,2991,87009,,
CIFAR10,CNN,0.25,baseline,12,0.5599,80.654,0.0,27.7792,0.55388,0.90182,70.41,0.7041,0.71016,0.7041,0.70153,7041,2959,2959,87041,,
CIFAR10,CNN,0.25,baseline,13,0.52149,81.882,0.0,28.28234,0.54112,0.88415,71.06,0.7106,0.71585,0.7106,0.70938,7106,2894,2894,87106,,
CIFAR10,CNN,0.25,baseline,14,0.48046,83.388,0.0,29.27294,0.53549,0.92508,69.87,0.6987,0.7123,0.6987,0.69912,6987,3013,3013,86987,,
CIFAR10,CNN,0.25,baseline,15,0.44593,84.686,0.0,30.18105,0.52827,0.91096,71.65,0.7165,0.71505,0.7165,0.71218,7165,2835,2835,87165,,
CIFAR10,CNN,0.25,baseline,16,0.40881,85.936,0.0,31.36601,0.52442,0.93092,71.43,0.7143,0.71585,0.7143,0.71372,7143,2857,2857,87143,,
CIFAR10,CNN,0.25,baseline,17,0.37381,87.348,0.0,32.52238,0.51827,0.96029,71.21,0.7121,0.71666,0.7121,0.7116,7121,2879,2879,87121,,
CIFAR10,CNN,0.25,baseline,18,0.33733,88.6,0.0,33.87672,0.51743,0.98354,71.01,0.7101,0.71673,0.7101,0.71237,7101,2899,2899,87101,,
CIFAR10,CNN,0.25,baseline,19,0.3056,89.892,0.0,35.26848,0.51529,1.03013,71.08,0.7108,0.70917,0.7108,0.70886,7108,2892,2892,87108,,
CIFAR10,CNN,0.25,baseline,20,0.27612,90.862,0.0,36.78583,0.51631,1.06956,70.6,0.706,0.71209,0.706,0.70719,7060,2940,2940,87060,1453.549,1299.585
CIFAR10,CNN,0.5,baseline,1,1.51634,45.808,0.0,20.03515,0.78119,1.27153,54.98,0.5498,0.54772,0.5498,0.53854,5498,4502,4502,85498,,
CIFAR10,CNN,0.5,baseline,2,1.20189,57.608,0.0,23.82331,0.74435,1.13753,59.49,0.5949,0.59953,0.5949,0.58755,5949,4051,4051,85949,,
CIFAR10,CNN,0.5,baseline,3,1.06286,62.652,0.0,23.68814,0.7153,1.06372,62.3,0.623,0.64177,0.623,0.62169,6230,3770,3770,86230,,
CIFAR10,CNN,0.5,baseline,4,0.96291,66.258,0.0,23.67395,0.69516,0.98019,65.68,0.6568,0.66804,0.6568,0.65344,6568,3432,3432,86568,,
CIFAR10,CNN,0.5,baseline,5,0.88225,69.246,0.0,23.8127,0.68021,0.93101,67.65,0.6765,0.68187,0.6765,0.67234,6765,3235,3235,86765,,
CIFAR10,CNN,0.5,baseline,6,0.82348,71.46,0.0,23.7806,0.66104,0.88447,69.44,0.6944,0.69521,0.6944,0.69289,6944,3056,3056,86944,,
CIFAR10,CNN,0.5,baseline,7,0.76835,73.474,0.0,23.89694,0.64206,0.86745,70.29,0.7029,0.70994,0.7029,0.70303,7029,2971,2971,87029,,
CIFAR10,CNN,0.5,baseline,8,0.72008,75.14,0.0,24.29342,0.62881,0.88125,69.29,0.6929,0.71036,0.6929,0.69402,6929,3071,3071,86929,,
CIFAR10,CNN,0.5,baseline,9,0.67337,76.8,0.0,24.48381,0.61215,0.86453,70.19,0.7019,0.70971,0.7019,0.70077,7019,2981,2981,87019,,
CIFAR10,CNN,0.5,baseline,10,0.63187,78.222,0.0,24.89332,0.59822,0.8682,70.15,0.7015,0.71485,0.7015,0.70256,7015,2985,2985,87015,,
CIFAR10,CNN,0.5,baseline,11,0.58731,79.742,0.0,25.56319,0.58703,0.83361,72.13,0.7213,0.73021,0.7213,0.7239,7213,2787,2787,87213,,
CIFAR10,CNN,0.5,baseline,12,0.54684,81.036,0.0,26.32852,0.58071,0.87007,70.92,0.7092,0.72571,0.7092,0.71334,7092,2908,2908,87092,,
CIFAR10,CNN,0.5,baseline,13,0.50533,82.658,0.0,27.11376,0.56856,0.84089,72.11,0.7211,0.7246,0.7211,0.72061,7211,2789,2789,87211,,
CIFAR10,CNN,0.5,baseline,14,0.46917,83.904,0.0,27.69334,0.55569,0.87091,72.17,0.7217,0.72198,0.7217,0.71824,7217,2783,2783,87217,,
CIFAR10,CNN,0.5,baseline,15,0.43108,85.27,0.0,28.65678,0.54926,0.87303,71.69,0.7169,0.72303,0.7169,0.71648,7169,2831,2831,87169,,
CIFAR10,CNN,0.5,baseline,16,0.39291,86.806,0.0,29.64061,0.54414,0.90599,71.77,0.7177,0.72175,0.7177,0.71766,7177,2823,2823,87177,,
CIFAR10,CNN,0.5,baseline,17,0.36009,87.83,0.0,30.693,0.53567,0.93588,72.03,0.7203,0.72673,0.7203,0.72032,7203,2797,2797,87203,,
CIFAR10,CNN,0.5,baseline,18,0.32448,89.29,0.0,31.91134,0.53046,0.94471,72.35,0.7235,0.72144,0.7235,0.72097,7235,2765,2765,87235,,
CIFAR10,CNN,0.5,baseline,19,0.29165,90.394,0.0,33.14958,0.52511,0.97904,72.19,0.7219,0.72997,0.7219,0.72394,7219,2781,2781,87219,,
CIFAR10,CNN,0.5,baseline,20,0.26357,91.38,0.0,34.18583,0.51886,1.03378,71.73,0.7173,0.71667,0.7173,0.71418,7173,2827,2827,87173,1466.384,1315.195
CIFAR10,CNN,0.75,baseline,1,1.524,45.556,0.0,19.06519,0.75421,1.29866,53.45,0.5345,0.54234,0.5345,0.52481,5345,4655,4655,85345,,
CIFAR10,CNN,0.75,baseline,2,1.20987,57.412,0.0,22.86225,0.71975,1.18101,57.52,0.5752,0.59648,0.5752,0.55918,5752,4248,4248,85752,,
CIFAR10,CNN,0.75,baseline,3,1.06945,62.636,0.0,23.30319,0.70247,1.03493,64.06,0.6406,0.64682,0.6406,0.64083,6406,3594,3594,86406,,
CIFAR10,CNN,0.75,baseline,4,0.96852,66.194,0.0,23.76817,0.68754,0.99157,65.31,0.6531,0.66994,0.6531,0.65236,6531,3469,3469,86531,,
CIFAR10,CNN,0.75,baseline,5,0.89385,69.004,0.0,23.97733,0.67075,0.93264,67.99,0.6799,0.6861,0.6799,0.67879,6799,3201,3201,86799,,
CIFAR10,CNN,0.75,baseline,6,0.83328,71.124,0.0,24.18806,0.65427,0.92084,67.55,0.6755,0.68665,0.6755,0.67708,6755,3245,3245,86755,,
CIFAR10,CNN,0.75,baseline,7,0.7813,72.916,0.0,24.5095,0.64179,0.87096,69.91,0.6991,0.70721,0.6991,0.70082,6991,3009,3009,86991,,
CIFAR10,CNN,0.75,baseline,8,0.72674,74.752,0.0,25.42336,0.63448,0.86728,70.06,0.7006,0.70194,0.7006,0.69822,7006,2994,2994,87006,,
CIFAR10,CNN,0.75,baseline,9,0.68624,76.244,0.0,25.47308,0.61769,0.85444,70.31,0.7031,0.70271,0.7031,0.6972,7031,2969,2969,87031,,
CIFAR10,CNN,0.75,baseline,10,0.64383,77.788,0.0,26.08047,0.6082,0.84821,70.92,0.7092,0.72242,0.7092,0.7125,7092,2908,2908,87092,,
CIFAR10,CNN,0.75,baseline,11,0.59819,79.36,0.0,26.70868,0.60118,0.84576,71.38,0.7138,0.71971,0.7138,0.71266,7138,2862,2862,87138,,
CIFAR10,CNN,0.75,baseline,12,0.56261,80.54,0.0,27.09411,0.58826,0.87008,70.75,0.7075,0.72298,0.7075,0.7089,7075,2925,2925,87075,,
CIFAR10,CNN,0.75,baseline,13,0.52184,82.014,0.0,27.95994,0.5801,0.85591,71.2,0.712,0.71377,0.712,0.70999,7120,2880,2880,87120,,
CIFAR10,CNN,0.75,baseline,14,0.48236,83.462,0.0,28.91538,0.57373,0.89203,70.73,0.7073,0.7197,0.7073,0.70855,7073,2927,2927,87073,,
CIFAR10,CNN,0.75,baseline,15,0.44288,84.908,0.0,29.79579,0.5638,0.88359,71.78,0.7178,0.71777,0.7178,0.71428,7178,2822,2822,87178,,
CIFAR10,CNN,0.75,baseline,16,0.40506,86.182,0.0,30.70697,0.55787,0.90901,71.47,0.7147,0.72271,0.7147,0.71534,7147,2853,2853,87147,,
CIFAR10,CNN,0.75,baseline,17,0.37015,87.624,0.0,31.88171,0.55384,0.93316,71.92,0.7192,0.72162,0.7192,0.71931,7192,2808,2808,87192,,
CIFAR10,CNN,0.75,baseline,18,0.33394,88.738,0.0,33.2025,0.54953,0.94853,71.74,0.7174,0.71507,0.7174,0.71313,7174,2826,2826,87174,,
CIFAR10,CNN,0.75,baseline,19,0.3022,89.892,0.0,34.2296,0.54337,0.99927,71.07,0.7107,0.72105,0.7107,0.71216,7107,2893,2893,87107,,
CIFAR10,CNN,0.75,baseline,20,0.26945,91.108,0.0,35.81791,0.54357,1.03813,71.47,0.7147,0.71837,0.7147,0.71226,7147,2853,2853,87147,1459.122,1308.13
CIFAR10,CNN,1.0,baseline,1,1.5228,45.396,0.0,19.54619,0.75628,1.32344,52.57,0.5257,0.54151,0.5257,0.51974,5257,4743,4743,85257,,
CIFAR10,CNN,1.0,baseline,2,1.21917,56.892,0.0,23.90846,0.72674,1.14984,59.01,0.5901,0.59375,0.5901,0.58501,5901,4099,4099,85901,,
CIFAR10,CNN,1.0,baseline,3,1.08143,62.208,0.0,24.59336,0.70621,1.06863,62.2,0.622,0.64135,0.622,0.61899,6220,3780,3780,86220,,
CIFAR10,CNN,1.0,baseline,4,0.97845,65.736,0.0,24.84151,0.68731,0.98801,65.4,0.654,0.66289,0.654,0.65408,6540,3460,3460,86540,,
CIFAR10,CNN,1.0,baseline,5,0.90124,68.604,0.0,25.05918,0.667,0.93884,67.6,0.676,0.67653,0.676,0.67099,6760,3240,3240,86760,,
CIFAR10,CNN,1.0,baseline,6,0.83851,70.724,0.0,25.27661,0.64976,0.92644,67.97,0.6797,0.68889,0.6797,0.68069,6797,3203,3203,86797,,
CIFAR10,CNN,1.0,baseline,7,0.78439,72.61,0.0,25.54749,0.63321,0.88349,69.23,0.6923,0.70406,0.6923,0.69563,6923,3077,3077,86923,,
CIFAR10,CNN,1.0,baseline,8,0.74265,74.14,0.0,25.72443,0.62028,0.87156,70.02,0.7002,0.70744,0.7002,0.70166,7002,2998,2998,87002,,
CIFAR10,CNN,1.0,baseline,9,0.6971,75.86,0.0,26.26293,0.61038,0.86055,70.47,0.7047,0.70553,0.7047,0.70306,7047,2953,2953,87047,,
CIFAR10,CNN,1.0,baseline,10,0.65752,77.258,0.0,26.57236,0.59829,0.87231,70.21,0.7021,0.7105,0.7021,0.69965,7021,2979,2979,87021,,
CIFAR10,CNN,1.0,baseline,11,0.61686,78.642,0.0,26.93458,0.58693,0.86883,70.77,0.7077,0.7158,0.7077,0.70735,7077,2923,2923,87077,,
CIFAR10,CNN,1.0,baseline,12,0.57777,80.072,0.0,27.78039,0.58136,0.85532,71.71,0.7171,0.71845,0.7171,0.71533,7171,2829,2829,87171,,
CIFAR10,CNN,1.0,baseline,13,0.54195,81.404,0.0,28.5208,0.57739,0.85435,71.72,0.7172,0.71653,0.7172,0.71489,7172,2828,2828,87172,,
CIFAR10,CNN,1.0,baseline,14,0.50695,82.756,0.0,29.33889,0.57205,0.89756,70.96,0.7096,0.71917,0.7096,0.70929,7096,2904,2904,87096,,
CIFAR10,CNN,1.0,baseline,15,0.47266,83.75,0.0,30.10573,0.56694,0.91138,71.28,0.7128,0.71936,0.7128,0.71299,7128,2872,2872,87128,,
CIFAR10,CNN,1.0,baseline,16,0.43939,84.9,0.0,31.25756,0.56565,0.93082,70.66,0.7066,0.71651,0.7066,0.70795,7066,2934,2934,87066,,
CIFAR10,CNN,1.0,baseline,17,0.40986,86.034,0.0,32.20616,0.56317,0.9193,72.0,0.72,0.72279,0.72,0.71783,7200,2800,2800,87200,,
CIFAR10,CNN,1.0,baseline,18,0.3759,87.386,0.0,33.2516,0.56179,0.98649,70.77,0.7077,0.71777,0.7077,0.70815,7077,2923,2923,87077,,
CIFAR10,CNN,1.0,baseline,19,0.34537,88.386,0.0,34.37533,0.55984,0.98947,71.44,0.7144,0.71658,0.7144,0.71209,7144,2856,2856,87144,,
CIFAR10,CNN,1.0,baseline,20,0.31591,89.44,0.0,35.77276,0.55982,1.0176,71.1,0.711,0.71569,0.711,0.71073,7110,2890,2890,87110,1444.78,1305.255
CIFAR10,CNN,1.25,baseline,1,1.51073,46.104,0.0,19.15284,0.76609,1.27793,53.8,0.538,0.54711,0.538,0.53086,5380,4620,4620,85380,,
CIFAR10,CNN,1.25,baseline,2,1.20241,57.544,0.0,23.0883,0.71681,1.14387,59.32,0.5932,0.60203,0.5932,0.58587,5932,4068,4068,85932,,
CIFAR10,CNN,1.25,baseline,3,1.06347,62.582,0.0,23.77271,0.69571,1.054,62.59,0.6259,0.63679,0.6259,0.61953,6259,3741,3741,86259,,
CIFAR10,CNN,1.25,baseline,4,0.96798,66.208,0.0,23.91054,0.66947,0.9984,64.35,0.6435,0.66103,0.6435,0.64513,6435,3565,3565,86435,,
CIFAR10,CNN,1.25,baseline,5,0.88994,68.94,0.0,24.01926,0.64999,0.94068,67.02,0.6702,0.67732,0.6702,0.66284,6702,3298,3298,86702,,
CIFAR10,CNN,1.25,baseline,6,0.82069,71.396,0.0,24.46623,0.63008,0.92235,67.74,0.6774,0.68736,0.6774,0.67284,6774,3226,3226,86774,,
CIFAR10,CNN,1.25,baseline,7,0.76367,73.432,0.0,24.72333,0.61073,0.88806,69.41,0.6941,0.6977,0.6941,0.69295,6941,3059,3059,86941,,
CIFAR10,CNN,1.25,baseline,8,0.70635,75.43,0.0,25.43216,0.59766,0.87336,69.82,0.6982,0.6959,0.6982,0.69482,6982,3018,3018,86982,,
CIFAR10,CNN,1.25,baseline,9,0.66075,77.006,0.0,26.00557,0.584,0.88101,69.79,0.6979,0.70596,0.6979,0.69663,6979,3021,3021,86979,,
CIFAR10,CNN,1.25,baseline,10,0.61006,79.114,0.0,26.64387,0.57106,0.86343,71.3,0.713,0.7216,0.713,0.71441,7130,2870,2870,87130,,
CIFAR10,CNN,1.25,baseline,11,0.56823,80.302,0.0,27.31218,0.55897,0.85085,71.62,0.7162,0.71697,0.7162,0.7149,7162,2838,2838,87162,,
CIFAR10,CNN,1.25,baseline,12,0.52414,81.988,0.0,28.00981,0.54778,0.86722,71.62,0.7162,0.72115,0.7162,0.71596,7162,2838,2838,87162,,
CIFAR10,CNN,1.25,baseline,13,0.48169,83.442,0.0,29.14121,0.54314,0.8612,71.96,0.7196,0.72079,0.7196,0.7187,7196,2804,2804,87196,,
CIFAR10,CNN,1.25,baseline,14,0.44063,85.014,0.0,30.16399,0.53722,0.89342,71.84,0.7184,0.72027,0.7184,0.7145,7184,2816,2816,87184,,
CIFAR10,CNN,1.25,baseline,15,0.40219,86.476,0.0,31.42907,0.53147,0.90369,72.18,0.7218,0.72156,0.7218,0.72053,7218,2782,2782,87218,,
CIFAR10,CNN,1.25,baseline,16,0.36555,87.644,0.0,32.46593,0.52324,0.94894,71.13,0.7113,0.7145,0.7113,0.71022,7113,2887,2887,87113,,
CIFAR10,CNN,1.25,baseline,17,0.32739,89.076,0.0,33.82167,0.51822,0.95593,71.93,0.7193,0.71942,0.7193,0.71722,7193,2807,2807,87193,,
CIFAR10,CNN,1.25,baseline,18,0.28809,90.502,0.0,35.40539,0.51494,1.00794,71.49,0.7149,0.71491,0.7149,0.71317,7149,2851,2851,87149,,
CIFAR10,CNN,1.25,baseline,19,0.25872,91.478,0.0,36.67803,0.5083,1.08049,71.19,0.7119,0.71714,0.7119,0.71229,7119,2881,2881,87119,,
CIFAR10,CNN,1.25,baseline,20,0.22121,92.924,0.0,38.62332,0.50469,1.07877,71.66,0.7166,0.71836,0.7166,0.71697,7166,2834,2834,87166,1477.088,1309.03
CIFAR10,CNN,0.1,euclidean,1,1.60435,45.142,0.64425,11.47594,0.58193,1.29676,53.97,0.5397,0.54152,0.5397,0.53088,5397,4603,4603,85397,,
CIFAR10,CNN,0.1,euclidean,2,1.27389,57.318,0.6941,12.12072,0.48848,1.12844,60.03,0.6003,0.60644,0.6003,0.59728,6003,3997,3997,86003,,
CIFAR10,CNN,0.1,euclidean,3,1.12313,62.998,0.68798,11.93469,0.45493,1.02932,63.77,0.6377,0.64357,0.6377,0.63832,6377,3623,3623,86377,,
CIFAR10,CNN,0.1,euclidean,4,1.01477,66.836,0.68246,11.73197,0.43123,0.96013,66.45,0.6645,0.66341,0.6645,0.66013,6645,3355,3355,86645,,
CIFAR10,CNN,0.1,euclidean,5,0.92868,70.044,0.67692,11.53649,0.40877,0.91404,68.07,0.6807,0.68452,0.6807,0.68066,6807,3193,3193,86807,,
CIFAR10,CNN,0.1,euclidean,6,0.85732,72.496,0.67631,11.45165,0.39072,0.88409,69.18,0.6918,0.69489,0.6918,0.68897,6918,3082,3082,86918,,
CIFAR10,CNN,0.1,euclidean,7,0.79476,74.946,0.67386,11.34534,0.37546,0.87113,70.13,0.7013,0.71173,0.7013,0.70297,7013,2987,2987,87013,,
CIFAR10,CNN,0.1,euclidean,8,0.73927,76.866,0.67481,11.33512,0.36325,0.83303,71.65,0.7165,0.71403,0.7165,0.71407,7165,2835,2835,87165,,
CIFAR10,CNN,0.1,euclidean,9,0.6894,78.638,0.6755,11.32155,0.35276,0.86356,70.5,0.705,0.70905,0.705,0.70151,7050,2950,2950,87050,,
CIFAR10,CNN,0.1,euclidean,10,0.64054,80.34,0.67963,11.37728,0.34284,0.84741,71.86,0.7186,0.72472,0.7186,0.71531,7186,2814,2814,87186,,
CIFAR10,CNN,0.1,euclidean,11,0.59193,82.096,0.68599,11.45349,0.33561,0.85337,71.46,0.7146,0.72306,0.7146,0.71066,7146,2854,2854,87146,,
CIFAR10,CNN,0.1,euclidean,12,0.54871,83.912,0.69323,11.54336,0.32905,0.83794,71.71,0.7171,0.72,0.7171,0.7171,7171,2829,2829,87171,,
CIFAR10,CNN,0.1,euclidean,13,0.50662,85.378,0.69954,11.63881,0.32246,0.87297,71.44,0.7144,0.7186,0.7144,0.71304,7144,2856,2856,87144,,
CIFAR10,CNN,0.1,euclidean,14,0.46275,87.084,0.71082,11.79611,0.31475,0.87125,71.75,0.7175,0.72371,0.7175,0.7191,7175,2825,2825,87175,,
CIFAR10,CNN,0.1,euclidean,15,0.42169,88.55,0.72315,11.97368,0.30971,0.87654,71.73,0.7173,0.71838,0.7173,0.71578,7173,2827,2827,87173,,
CIFAR10,CNN,0.1,euclidean,16,0.38688,89.988,0.73493,12.15887,0.30556,0.88952,72.2,0.722,0.72331,0.722,0.72177,7220,2780,2780,87220,,
CIFAR10,CNN,0.1,euclidean,17,0.35119,91.402,0.74313,12.28934,0.30138,0.93854,71.6,0.716,0.71972,0.716,0.71539,7160,2840,2840,87160,,
CIFAR10,CNN,0.1,euclidean,18,0.31652,92.808,0.7572,12.5001,0.29714,0.96475,71.28,0.7128,0.71831,0.7128,0.71314,7128,2872,2872,87128,,
CIFAR10,CNN,0.1,euclidean,19,0.28534,93.956,0.76472,12.60587,0.29158,0.98365,71.89,0.7189,0.72123,0.7189,0.71944,7189,2811,2811,87189,,
CIFAR10,CNN,0.1,euclidean,20,0.25752,94.982,0.77387,12.74919,0.28773,1.03877,71.41,0.7141,0.72186,0.7141,0.71548,7141,2859,2859,87141,1505.718,1319.39
CIFAR10,CNN,0.25,euclidean,1,1.68636,44.06,0.44498,8.73214,0.50986,1.31305,53.28,0.5328,0.53278,0.5328,0.52636,5328,4672,4672,85328,,
CIFAR10,CNN,0.25,euclidean,2,1.3429,56.902,0.47874,9.27642,0.43789,1.15851,58.79,0.5879,0.59064,0.5879,0.57749,5879,4121,4121,85879,,
CIFAR10,CNN,0.25,euclidean,3,1.1852,62.586,0.45827,8.7858,0.41433,1.02071,64.53,0.6453,0.64282,0.6453,0.64158,6453,3547,3547,86453,,
CIFAR10,CNN,0.25,euclidean,4,1.06941,66.458,0.44675,8.48542,0.39684,0.97394,66.28,0.6628,0.67411,0.6628,0.66259,6628,3372,3372,86628,,
CIFAR10,CNN,0.25,euclidean,5,0.98228,69.568,0.43465,8.20839,0.37994,0.92558,67.74,0.6774,0.68293,0.6774,0.67582,6774,3226,3226,86774,,
CIFAR10,CNN,0.25,euclidean,6,0.91122,72.242,0.42546,7.9884,0.36134,0.90843,68.71,0.6871,0.68645,0.6871,0.67801,6871,3129,3129,86871,,
CIFAR10,CNN,0.25,euclidean,7,0.85074,74.422,0.41761,7.84407,0.34988,0.87581,69.84,0.6984,0.70106,0.6984,0.69777,6984,3016,3016,86984,,
CIFAR10,CNN,0.25,euclidean,8,0.79766,76.042,0.41248,7.72583,0.33582,0.85478,70.64,0.7064,0.70756,0.7064,0.70501,7064,2936,2936,87064,,
CIFAR10,CNN,0.25,euclidean,9,0.74513,77.876,0.40939,7.64335,0.32611,0.8604,70.55,0.7055,0.70973,0.7055,0.70312,7055,2945,2945,87055,,
CIFAR10,CNN,0.25,euclidean,10,0.69882,79.612,0.40677,7.58658,0.31534,0.83908,71.58,0.7158,0.71638,0.7158,0.71475,7158,2842,2842,87158,,
CIFAR10,CNN,0.25,euclidean,11,0.65062,81.378,0.40659,7.56741,0.30592,0.85383,70.89,0.7089,0.72032,0.7089,0.71229,7089,2911,2911,87089,,
CIFAR10,CNN,0.25,euclidean,12,0.60534,83.024,0.40745,7.57118,0.30015,0.85995,70.97,0.7097,0.71425,0.7097,0.70979,7097,2903,2903,87097,,
CIFAR10,CNN,0.25,euclidean,13,0.56511,84.558,0.40886,7.58825,0.29225,0.86857,71.21,0.7121,0.7168,0.7121,0.71274,7121,2879,2879,87121,,
CIFAR10,CNN,0.25,euclidean,14,0.52598,86.12,0.40992,7.59314,0.28507,0.90002,71.2,0.712,0.71847,0.712,0.70768,7120,2880,2880,87120,,
CIFAR10,CNN,0.25,euclidean,15,0.48803,87.544,0.41177,7.62252,0.28079,0.86323,72.22,0.7222,0.72207,0.7222,0.72039,7222,2778,2778,87222,,
CIFAR10,CNN,0.25,euclidean,16,0.45027,89.06,0.41521,7.67983,0.27412,0.90131,71.76,0.7176,0.72033,0.7176,0.71655,7176,2824,2824,87176,,
CIFAR10,CNN,0.25,euclidean,17,0.41418,90.586,0.41939,7.75726,0.27158,0.94515,70.84,0.7084,0.71205,0.7084,0.70759,7084,2916,2916,87084,,
CIFAR10,CNN,0.25,euclidean,18,0.38332,91.55,0.42122,7.77737,0.2647,0.9751,70.4,0.704,0.71055,0.704,0.70368,7040,2960,2960,87040,,
